Date,Sentiment,Tweet,Uni
8/2/2020 16:21,4,befor use twitter I use say anyth interest app there noth bore tweet hatest but I start use omgther noth wonder Ts super duper amaz ,2
8/2/2020 16:10,4,# SL export valu addit further never possibl without technolog south korea develop technolog kist singapor nation univers singapor have # SL leapfrog plan get transfer appropri technolog # SL even ,2
8/2/2020 16:05,4,deuteronomi and die anim earth ye shall serv god work men  is hand wood stone neither see hear eat smell ,2
8/2/2020 16:03,4,sheik plz give advic /twee educ girl say girl quit studi stay back home concern religi stuff We priorit religion that true islam allow even girl studi plz I want advic r tweet ,2
8/2/2020 16:03,0,nu pamn ang season sa stranger thing oie ,2
8/2/2020 16:02,4,wownu sent circular say need submit temperatur onlin twice day plu take photo thermomet lmao ,2
8/2/2020 16:01,4,@ datacoronaviru - pleas DM ,2
8/2/2020 15:59,0,Nu skin enterpris inc $ nu receiv $ consensu PT analyst ,2
8/2/2020 15:21,0,sorri nu ,2
8/2/2020 15:00,0, not case ,2
8/2/2020 14:46,4,the univers ramp measur take effect mon feb ensur safeti commun let  is stay vigil adopt good person hygien practic safeguard commun # ncov # nuscar more ,2
8/2/2020 14:40,0,thought take deg nu need pervert idk ,2
8/2/2020 14:36,4,amaz hear # cradl confer speak passion enthusiasm radic transform educ system shout out # teachthefutur / nu ' sustain research ,2
8/2/2020 14:35,4,hello due coronaviru outbreak postpon activ hackerschool friday hack hacktuesday line nu recommend We apologis sudden notic We hope resum event soon provid updat thank ,2
8/2/2020 14:30,4,I ran first ever marathon km last month nu bizad chariti run offici time Im excit look forward run often ,2
8/2/2020 14:06,4,did somebodi say big indi banger get readi throw hand air sonic back tonight  is stone rose v oasi special expect strictli indi banger start til finish entri PM // nu after PM # sheffev ,2
8/2/2020 14:00,4,today poll day republ ireland If - make sure get vote see handi guid respons student manifesto # GE # voteearlyvoteoften ,2
8/2/2020 13:56,0,tbh  not grp nu interest enough join though know ton recr sport love watch sport game im not int enough commit train session week ,2
8/2/2020 13:45,4,launch imperi creatur human other anim coloni singapor tim barnard wednesday februari pm nlb victoria St the pod ,2
8/2/2020 13:37,4,aww thank u nu mean lot ,2
8/2/2020 13:36,0,off littl walk # stormciara arriv bit lone No newshound nu gone back mum dad I cant persuad new cat join # lazygit ,2
8/2/2020 13:30,0,whooooahh nu ate ,2
8/2/2020 13:29,0,I awe sometim I mean si went nu econ flung far left amidst right wing clowneri and person it honour friend ,2
8/2/2020 12:47,0,hi anyon find macbook nu grey laptop sleev hard disk super import u guy pleas help ,2
8/2/2020 12:36,0,thi ,2
8/2/2020 12:29,0,what ,2
8/2/2020 12:01,0,person rotten momentum push she realli think run presid nu ,2
8/2/2020 12:00,4,did know # apprentic  are elig discount  is product with nu # apprenticeextracard save averag month pay year what bargain find ,2
8/2/2020 11:56,0,thi fking behemoth lurch penshurst ft scream chidd db - sick joke lot ignor us Go away ,2
8/2/2020 11:23,0,flight EK dubai london low loud straight roof -whi are you fli SO lowyou disgusting-w  not deserv want filthi pollut home countrysid ,2
8/2/2020 11:21,4,Im send sosbeat brexit backstop keep unit kingdom support continent cruis car ferri greenock santand via dun laoghair need support ,2
8/2/2020 11:13,0,We nu not repres student student suffer lose lectur seminar you depriv us right fight Do not expect sort solidar get bubbl go talk real student hear concern ,2
8/2/2020 10:53,0,list x # smartcontract languag # workshop scilla head $ zil # zil # zilliqa # bitcoin $ btc # eth # ethereum # xrp # usdt # bch # ltc # eo # bnb # xlm # ada # xmr # trx # xtz # dash # link # iota # neo # etc # ont # vet # nem ,2
8/2/2020 10:49,0,now UK plu franc trace back look like singapor cluster ,2
8/2/2020 10:46,0,nu man ,2
8/2/2020 10:34,0,heart break read back non woke  is I student I sheet nu sticker say `` women pay price porn '' - sadli girl pay price ,2
8/2/2020 10:16,4,If  are talk educ `` tsinghua univers '' `` nation univers singapor '' `` hong kong univers scienc technolog '' pleas graduat first class well  are educ I would  not say `` academ discrimin '' -- ` ,2
8/2/2020 10:09,0,ye pay real live wage align apprentic salari core staff pay spine apprentic get benefit staff includ pension day holiday also benefit abl get nu extra discount ,2
8/2/2020 9:47,4,grate part nu oversea colleg ncbv noc-biovalley ,2
8/2/2020 9:45,4,thi look stun leicest all saint church highcross host van gogh the immers experi may and actual step insid maestro  is greatest work nu ticket book ,2
8/2/2020 9:34,4,I heavili involv nu nation exec / got candid sign pledg He film piec camera play confer april ,2
8/2/2020 9:19,4,chines piss bcoz  are discrimin rn relax bro melayu india sume muke kene public bile kite buat offenc korang peep tom kat nu beh news cuma tunjuk gambar campu ,2
8/2/2020 8:42,0,viral spread anxieti bigotri danger viru power commentari # ncov # ethic ,2
8/2/2020 8:20,4,I  am nu softbal field ,2
8/2/2020 7:35,0,A pigeon orchid dendrobium crumenatum spot I walk near workplac feb On inaturalist accord pdf bloom one day ,2
8/2/2020 7:31,0,I block lol # twitterpageisconstip ,2
8/2/2020 7:14,4,It also not hurt anybodi take vitamin C ,2
8/2/2020 6:33,0,have given NI number advanc turn dress like regist dad letter wasnt need uni registr nu card said miss ,2
8/2/2020 6:32,4,thank Im comic writer work lot great artist time you read newest work patreon $ away goal ko-fi anyth help ,2
8/2/2020 6:19,4,Le yoga se fait pie nu le main dan le poch isabel morin-larbey `` yoga barefoot hand pocket photo # yogarayonbleu pralin seychel # yoga # relax # citat # isabellemorinlarbey # hathayoga # yogafr # yogalov # yogatim # yoginspir # yogaln ,2
8/2/2020 5:53,4,`` ma ombro nu it beauti '' trip ,2
8/2/2020 5:51,0,wait nu also omgg knew jcu curtin ,2
8/2/2020 5:49,0,colleagu deal contact trace prc student nu SG time I saw matrix  are deal mani loophol lack dillig record realli make challeng narrow spot ,2
8/2/2020 5:39,0,nu kept spam us viru announc orang got noth offici school suck bro ,2
8/2/2020 4:59,4,our # electronicmus lesson still go At morn nation univers singapor ,2
8/2/2020 4:51,4,duck ,2
8/2/2020 4:20,4,start weekend paper differenti # gene express # endosymbiont host common reef-build # coral P acuta follow separ combin exposur heat sediment RF ,2
8/2/2020 4:02,4,wow that ridicul phd di nu aja haha got cute guy also ,2
8/2/2020 3:39,4,- current appli ntu nu - plan pick draw within month uni keep activ hobbi - gon na go uni + take jp uni + hope bit research work undergrad - Go grad/ phd eventu ,2
8/2/2020 3:29,4,cycl without sun with friend yeah go sign ,2
8/2/2020 3:00,4,check new paper publish coral reef special issu coral reef chang world insight extrem '' ,2
8/2/2020 2:53,4,through eye leopard cat leopard cat rescu flat singapor return malaysia thought import wildlif group fight wildlif crime glad research help littl ,2
8/2/2020 2:31,4,pic spontan nu museum trip cycl with age workshop pic goofi selfi w ella aufa post young leadership programm pic post dinner make hunt w deena saskia tiong bahru pic work photo essay common loung ,2
8/2/2020 2:18,4,here  is thread memori made last semest nu gang x ,2
8/2/2020 2:07,4,send nu ,2
8/2/2020 1:47,4,will open institut outsid canada ,2
8/2/2020 1:41,0,order manag triag repres nu - We help peopl see understand data review triag assign incom order task order manag team member employe must abl perform work core work hour ,2
8/2/2020 1:39,4,bring out ///sat open open /D door special guest live toshizo happi cat ft yusakukey akirad releas live addginjahzz lcmcz meet bo_nu sta beat live ballhead dr DJ akakab peanut kentar elamp blackshadow ,2
8/2/2020 1:31,4,He nu divers offic ,2
8/2/2020 1:14,4,lord nusa paman tawn oy ,2
8/2/2020 1:02,4,good day go ahead ,2
8/2/2020 0:58,4,dont act stuff soon hear clear truth behind screen As long faith almighti long true there noth ponder come challeng come uncertainti trust almighti ,2
8/2/2020 0:55,0,mani whisper ear whatver want creat stori sometim come say thing someon said absenc target arrow us miss take arrow tend prick us ,2
8/2/2020 0:20,0,have seen what go labour parti It seem left cant work togeth millisecond make progress I rememb say I nu confer bleat baa jim murphi dont let happen scotland today ,2
8/2/2020 0:12,4,not homophob well done just think he cunt tbh ,2
7/2/2020 23:49,0,starbuck barista worst student servic ever bnu alst ,2
7/2/2020 23:16,4,If miracl  are not troll account take grievanc univers  is charg fee use handi templat provid nu ,2
7/2/2020 23:02,4,hiya marcel nu ,2
7/2/2020 23:02,4,the triniti nu ,2
7/2/2020 22:59,4,excel guid nu ucu strike ,2
7/2/2020 22:40,0,impact student horribl some univers compens last round strike your local nu abl advis also u may want consid contact VC directli eg ,2
7/2/2020 22:22,4,look like proper # orkney welcom - hope enjoy ,2
7/2/2020 22:04,4,A specialist # culturalhistori # environmentalhistori # southeastasia timothi P barnard associ professor depart histori nation univers singapor @ fassnew # twitterstorian # envhist # southeastasianstudi ,2
7/2/2020 22:01,4,imperi creatur @ nus_press explor more-than-human entangl empir creatur govern context southeast asian coloni citi listen timothi barnard discuss book w/ @ laurelinarien podcast ,2
7/2/2020 20:57,4,and relat cygnu cygnu your gnu support becom cygnu ,2
7/2/2020 20:50,0,nu perv must not see thi footag ,2
7/2/2020 20:46,0,DA kid IN MY englih class that play lnu IN the panut mvie ju got cast for some sperman thing OH MY goddddd bruhhhhhh good ON him deadass sorri le censor ju dont want irl find smthn ,2
7/2/2020 20:45,4,I found much like timothi barnard imperi creatur @ nus_press octob review hear interview author recent episod podcast ,2
7/2/2020 20:34,4,star nu ,2
7/2/2020 20:27,4,hang head ,2
7/2/2020 20:09,0,As oppos havoc wreak Go away embarrass puppet ,2
7/2/2020 19:57,0,thi time tomorrow dont miss one ticket bio nu door share share share amersham arm ,2
7/2/2020 19:52,4,yep back made offici black deleg nu lgbt confer - claim right ID black black stepmoth made awar realiti black ,2
7/2/2020 19:38,4,I think nu  is call black student which also might contextualis controversi My point  not realli tri solv appropri organis minor group ,2
7/2/2020 19:29,4,the enemi pleas explain ,2
7/2/2020 19:29,4,nation union student faq ucu univers staff strike ,2
7/2/2020 19:24,0,arent ,2
7/2/2020 19:24,4,ultim I think  is individu decid not peopl polic I person disagre certainli problem call non white woman antisemit say  not agre white peopl run nu black student ,2
7/2/2020 19:23,4,Do yall say uranu like ur-a-nu ur-anu ask scienc ,2
7/2/2020 19:11,4,flander enemi nusrememebr ,2
7/2/2020 19:02,0,forgot DO MI nu got ta dominu otherwis  is not latin ,2
7/2/2020 19:00,4,the vote host valentin happi hour come celebr day love next thursday As much wed love cover cost alcohol not cover nu polici but got food ,2
7/2/2020 18:59,4,thank orkney harbour author leadership reduc ship impact environ lower emiss tech carbon free fuel # cleanmaritimeplan # greenenergi ,2
7/2/2020 18:53,0,now need stand school ask extra money promis go put school budget get proper fund school would someth proud ,2
7/2/2020 18:44,4,delight visit orkney meet orkney harbour master see decarbonis maritim transport action ship get cleaner greener ,2
7/2/2020 18:40,4,promot reshuffl / minist sort paperclip ha ,2
7/2/2020 18:32,4,A thing need know ucu strike februari march press releas via ,2
7/2/2020 18:25,4,love share great career apprenticeship offer across maritim especi next gener women have partner promot # stem # girlpow ,2
7/2/2020 18:14,0,nu world-class medic univers top global world-class teach hospit attach alway choic someth realli need expertis not say bkk bad  not get peopl fight get bangkok medic school ,2
7/2/2020 17:58,4,expel yale-nu student get jail film shower video housem take upskirt photo ,2
7/2/2020 17:57,0,for nu not sure bc friend got A nu degre ,2
7/2/2020 17:51,4,oem authent solid green/yellow/blu # nintendo control lot # N nus- # retrogam # ebay ,2
7/2/2020 17:45,0,nu studi find pig dna cuttlefish prawn ball sold singapor ,2
7/2/2020 17:45,4,thi look incred leicest all saint church highcross host stun van gogh the immers experi right and actual step insid maestro  is greatest work nu ticket book # dmutop ,2
7/2/2020 17:43,0,nu studi find pig dna cuttlefish prawn ball sold singapor ,2
7/2/2020 17:40,0,it caus lock shannon fam the bad side ,2
7/2/2020 17:37,4,you remind jack straw - firebrand nu presid figur way success stop shout everyon els listen peopl point view wonder your go come jesu moment current behaviour sell date ,2
7/2/2020 17:30,0,accept impact millet-bas mid-day meal nutrit statu adolesc school go children peri urban region karnataka state india ,2
7/2/2020 17:27,4,india lead asia power opportun challeng ,2
7/2/2020 17:09,0,that gif remind walk class nu campu daili ,2
7/2/2020 16:53,4,Eh part inher suspici nu profession activist type but let wait see ehrc say out curios belief she referenc ehrc report come ,2
7/2/2020 16:50,4,malegaz frite ,2
7/2/2020 16:32,0,My friend got A a-level appli nation uni singapor tapi tak dapat It competit A tapi boleh masuk ucl consid rezeki not everyon boleh masuk ucl nu ,2
7/2/2020 16:24,4,It  is actual pretti easi know - student lancast automat member nu ,2
7/2/2020 16:20,0,MY class start IN minut and the nu istn here yet IM abt TO cri FR ,2
7/2/2020 16:11,0,technolog programm host nu busi school octob ,2
7/2/2020 16:00,0,call offic stand for elect thi year nu nation confer elect nation presid VP HE VP FE find submit applic deadlin februari > > ,2
7/2/2020 16:00,4,thi year nu nation confer voluntari posit elect nation scrutini council year term find submit applic februari > > ,2
7/2/2020 15:55,0,though I  not think guidanc say I read say travel countri stay indoor seek telephon health advic symptom ,2
7/2/2020 15:52,4,dont realli care  is gon na watch danc floor friend ,2
7/2/2020 15:47,4,you  have got ta danc like  is nobodi watch ,2
7/2/2020 15:47,0,In close collabor clinician scientist across singapor cultur coronaviru infect patient clinic sampl ,2
7/2/2020 15:44,4,thi / get know beach sweet cat adventur book night winter coffe night owl pizza europ autumn dinner ,2
7/2/2020 15:33,0,So heard nu student dont go class due orang alert privat uni student go fuck shithol ,2
7/2/2020 15:32,4,Be straightforward frank enough let thing mind ,2
7/2/2020 15:23,4,ye  not deserv part # eliteclub ,2
7/2/2020 15:19,4,happi friday I soon publish author februari th comic writer later today mark releas newest short comic first chapter first seri ,2
7/2/2020 15:13,4,We pleasur meet parliamentari under secretari state team orkney discuss maritim sector love dinner great see westminst engag orkney ,2
7/2/2020 15:03,4,student everyth need know upcom # ucustrik includ templat write univers ,2
7/2/2020 15:00,4,We  are trailblaz new kind student deomcraci year truli student-l inclus access participatori read excit chang member see confer # whenstudentslead # democraci # nusnc ,2
7/2/2020 15:00,4,stand for elect thi year nu nation confer elect nation presid VP HE VP FE find submit applic deadlin februari > > ,2
7/2/2020 14:59,0,`` canteen biopolit food industri china '' seung-joon lee associ professor histori nation univers singapor februari pm room ,2
7/2/2020 14:51,4,short % float $ rev -- $ PG % $ avp % $ nu % ,2
7/2/2020 14:50,4,thankyou nu you idea much mean us lectur student understand forc action interest student interest ultim We realli appreci support ,2
7/2/2020 14:37,0,A former colleagu use schedul class earli get fewer said 'commit ' student He taught cours nu singapor whilst leav time got biggest class earli morn cooler popular sweati afternoon ,2
7/2/2020 14:27,4,the nu templat found much better would probabl recommend use email add rhul specif stat may want add follow thread cc ,2
7/2/2020 14:18,4,you watch singapor bull nation univers singapor busi school answer question judg live ,2
7/2/2020 14:10,0,A fcking billion afghanistan ,2
7/2/2020 14:07,4,great speak zachari marsh run nu deleg earlier We  have got great podcast plan next coupl week includ labour leadership special - stay tune inform # racefortheredflag ,2
7/2/2020 14:07,4,like need add fuel fire ,2
7/2/2020 14:06,4,behind scene global network invest competit watch team singapor bull nation univers singapor busi school control room new haven CT ,2
7/2/2020 14:03,4,next singapor bull form nation univers singapor busi school click find team portfolio ,2
7/2/2020 14:02,4,one student ,2
7/2/2020 14:00,4,We  are trailblaz new kind student deomcraci truli student-l inclus access participatori We ca  not wait show chang  are make confer year # whenstudentslead # democraci # nusnc ,2
7/2/2020 13:41,4,maritim minist nusrat ghani said drone technolog enorm potenti search rescu team save live hour day seven day week # maritim # islandn # seafar # seafarersafeti ,2
7/2/2020 13:40,0,lmao singapor govt u not learn sar close sch alr ntu nu still see china peopl tourist around campu teacher got infect vjc orient start your tell your gon na wait till someon die cling sch ,2
7/2/2020 13:39,0,singapor rais dorscon level orang nu ntu get lectur decentr proceed e-learn call seminars/meetings/confer till notic ,2
7/2/2020 13:36,4,even ntuc chief tell peopl chill quit buy much stuff ,2
7/2/2020 13:22,4,obvious # shehnaazgil < ,2
7/2/2020 13:18,4,imma tri girl mrt and nu campu ,2
7/2/2020 13:13,4,nu apprentic extra discount card UK apprentic load discount in-stor onlin help hard-earn cash stretch littl you order nu card visit # nusextra # discount # student ,2
7/2/2020 13:12,4,last # sdgbergen panel chair launch # nationalplatformforsdgqualityinhighereduc host # nu norway vice-presid felip F garcia ask rector action # perivoliarc ,2
7/2/2020 13:05,4,did take My wife got forward friend ,2
7/2/2020 13:01,4,better imag singapor # ncov summari updat till // post courtesi # cna ,2
7/2/2020 12:55,0,he tri hard not earn enorm fee also handsom nu ,2
7/2/2020 12:52,0,and nu serious look move class remot learn thu bring post-secondari educ full circl I start take onlin class commun colleg might well end grad school likewis ,2
7/2/2020 12:47,0,the diagram show epidemiolog link not necessarili infect the cluster top eg presum infect contact chines tour group ,2
7/2/2020 12:44,4,nu deliv biggest democrat reform half centuri A revolutionari approach democraci re-energis student movement unveil part reform plan nu nation union student after decis nation confer ,2
7/2/2020 12:42,4,We might see stockpil issu singapor # ncov # coronaviru # coronavirusoutbreak ,2
7/2/2020 12:42,4,`` whi nu support strike We believ firmli show solidar w union fight make educ better ucu action integr improv ed We also view ucu action part wider fight marketis '' ,2
7/2/2020 12:38,4,nu also now  is good liao even see ,2
7/2/2020 12:35,4,today welcom maritim minist oha scapa offic A chanc discuss work challeng particular around place transit ship lower emiss technolog carbon free fuel # orkney # ship # greenenergi ,2
7/2/2020 12:31,4,reunit grandma Dr eunic thio first woman promot full professor nation univers singapor At year old like point still eat buffet ,2
7/2/2020 12:08,4,le outfit le pie nu le sol ,2
7/2/2020 12:08,0,nu scotland respond draft scottish budget - respond public scottish govern draft budget plan year ahead nu scotland presid liam mccabe said student wait hear scottish ,2
7/2/2020 12:02,4,nanyang nu possibl one I almost took stpm I could appli cours malaysian student aim nu mostli engin math not biom ruskin hand myth liter select student intak ,2
7/2/2020 12:01,4,As educ must encourag wonder share world real desir posit chang # sdgteachin more info ,2
7/2/2020 12:00,4,student and staff defend educ the student show support greater chanc strike success forc univers back re-ent negoti settl disput ,2
7/2/2020 11:56,4,call scienc student must join passion scienc must join think studi field scienc technolog must join want train directli nu ,2
7/2/2020 11:51,4,histori cultur ident studi malaysian chines world nu press RM sharon A carsten po RM berminat boleh komen atau DM kami ,2
7/2/2020 11:44,4,ask lectur sign # sdgteachin lectur sign includ sustain develop goal within teach learn assess - feb it not late pledg put heart educ ,2
7/2/2020 11:42,4,I need salut mike nu callum yesterday show strong absolut anyth e especi callum I call real man # loveisland ,2
7/2/2020 11:35,4,We  are excit announc present nu scotland  is student mental health confer may th join us 'be well live well ' session workshop  isupport inclus univers commun onlin approach train ' # smha ,2
7/2/2020 11:35,4,kabootar chowrangi - the roundabout  is alway cover flock pigeon locat shahrah-e-kam ataturk near # sindh high court karachi feel good hamesha < youtub # karachi # timesofkarachi ,2
7/2/2020 11:11,0,just use nu card fifth time week If havent got sign ton discount store beyond ,2
7/2/2020 11:11,0,ha anyon got nu code aso pl xxxx ,2
7/2/2020 11:10,4,venu want captur moment hahahaha thx nu ,2
7/2/2020 11:05,4,have book place maritim # HR # confer confirm event speaker ,2
7/2/2020 11:00,4,@ ucu member take strike action februari - march institut across countri not sure  is here  is need know # ucustrikesback # ucustrik # fourfight ,2
7/2/2020 10:59,4,We delight attend year  is # maritimehr confer # london may check full agenda ,2
7/2/2020 10:57,0,overal budget disappoint scotland student continu fight fund need deserv check full respons draft scottish budget ,2
